sample	genome	completeness	contamination	d	p	c	o	f	g	s	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	completeness_model_used	translation_table_used	coding_density	contig_n50	average_gene_length	genome_size	gc_content	total_coding_sequences	total_contigs	max_contig_length	additional_notes
WM18	WM18_S13_041	59.23	0.51	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E parakoreensis	GCF_021602155.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E parakoreensis	96.33	0.834	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_021602155.1, s__Pseudomonas_E parakoreensis, 95.0, 96.33, 0.834; GCF_004683905.1, s__Pseudomonas_E putida_A, 95.0, 93.54, 0.723; GCF_000282275.2, s__Pseudomonas_E sp000282275, 95.0, 93.42, 0.704; GCF_000631985.1, s__Pseudomonas_E sp000631985, 95.0, 93.16, 0.704; GCF_011605305.1, s__Pseudomonas_E koreensis_G, 95.0, 93.03, 0.706; GCF_000292795.1, s__Pseudomonas_E fluorescens_H, 95.0, 92.77, 0.656; GCF_003061005.1, s__Pseudomonas_E sp003061005, 95.0, 92.61, 0.604; GCF_012986595.1, s__Pseudomonas_E koreensis, 95.0, 92.57, 0.625; GCF_028830055.1, s__Pseudomonas_E serboccidentalis, 95.0, 91.96, 0.612; GCF_002878485.1, s__Pseudomonas_E sp002878485, 95.0, 91.79, 0.606; GCF_000633255.1, s__Pseudomonas_E sp000633255, 95.0, 91.55, 0.583; GCF_014268495.2, s__Pseudomonas_E monsensis, 95.0, 91.05, 0.476; GCF_025706525.1, s__Pseudomonas_E mercuritolerans, 95.24, 90.84, 0.358; GCF_016651305.1, s__Pseudomonas_E sp016651305, 95.0, 90.51, 0.446; GCF_018336155.1, s__Pseudomonas_E rustica, 95.0, 90.5, 0.378; GCF_015461835.1, s__Pseudomonas_E neuropathica, 95.0, 90.49, 0.428; GCF_011369485.1, s__Pseudomonas_E atagonensis, 95.0, 90.48, 0.427; GCF_000282515.1, s__Pseudomonas_E sp000282515, 95.0, 90.46, 0.414; GCF_030209175.1, s__Pseudomonas_E sp030209175, 95.0, 90.45, 0.412; GCF_023634765.1, s__Pseudomonas_E sp023634765, 95.0, 90.45, 0.404; GCF_001648775.1, s__Pseudomonas_E fluorescens_M, 95.0, 90.44, 0.429; GCA_900580865.1, s__Pseudomonas_E sp900580865, 95.0, 90.44, 0.421; GCF_900182985.1, s__Pseudomonas_E helmanticensis, 95.0, 90.4, 0.424; GCF_004011755.1, s__Pseudomonas_E sp004011755, 95.0, 90.4, 0.421; GCF_018326005.1, s__Pseudomonas_E sp002901475, 95.0, 90.36, 0.437; GCF_000802985.1, s__Pseudomonas_E fluorescens_BZ, 95.0, 90.34, 0.422; GCF_900187605.1, s__Pseudomonas_E sp900187605, 95.0, 90.31, 0.431; GCA_000783395.1, s__Pseudomonas_E chlororaphis_H, 95.0, 90.3, 0.428; GCF_028656995.1, s__Pseudomonas_E sp028656995, 95.0, 90.3, 0.426; GCF_022662375.1, s__Pseudomonas_E sp022662375, 95.0, 90.3, 0.422; GCF_001297015.1, s__Pseudomonas_E sp001297015, 95.0, 90.3, 0.418; GCF_029543085.1, s__Pseudomonas_E sp029543085, 95.0, 90.27, 0.44; GCF_014268445.2, s__Pseudomonas_E tensinigenes, 95.0, 90.27, 0.43; GCF_002813455.1, s__Pseudomonas_E baetica, 95.0, 90.27, 0.423; GCA_900582195.1, s__Pseudomonas_E sp900582195, 95.0, 90.27, 0.422; GCF_030687715.1, s__Pseudomonas_E sp030687715, 95.0, 90.27, 0.42; GCF_018138145.1, s__Pseudomonas_E koreensis_A, 95.0, 90.27, 0.419; GCF_014863585.1, s__Pseudomonas_E gozinkensis, 95.0, 90.27, 0.418; GCF_005938625.1, s__Pseudomonas_E fluorescens_BD, 95.0, 90.27, 0.41; GCF_016650635.1, s__Pseudomonas_E sp016650635, 95.0, 90.27, 0.408; GCF_014472415.1, s__Pseudomonas_E sp014472415, 95.0, 90.27, 0.401; GCF_003352185.1, s__Pseudomonas_E kribbensis, 95.0, 90.27, 0.399; GCF_014863605.1, s__Pseudomonas_E allokribbensis, 95.0, 90.27, 0.379; GCF_003732425.1, s__Pseudomonas_E fluorescens_BE, 95.0, 90.22, 0.438; GCF_030344995.1, s__Pseudomonas_E fluorescens_BF, 95.0, 90.22, 0.39; GCF_009764645.1, s__Pseudomonas_E sp009764645, 95.0, 90.17, 0.4; GCF_021601625.1, s__Pseudomonas_E paraglycinae, 95.0, 90.16, 0.387; GCF_025447595.1, s__Pseudomonas_E koreensis_H, 95.0, 90.15, 0.398; GCF_009834515.1, s__Pseudomonas_E sp009834515, 95.0, 90.12, 0.41; GCF_017498465.1, s__Pseudomonas_E fluorescens_CA, 95.0, 90.12, 0.404; GCF_902497745.1, s__Pseudomonas_E fluorescens_BM, 95.0, 90.07, 0.442; GCF_002113125.1, s__Pseudomonas_E sp002113125, 95.0, 90.07, 0.396; GCF_021602345.1, s__Pseudomonas_E pharyngis, 95.0, 90.07, 0.385; GCF_001594225.2, s__Pseudomonas_E glycinae, 95.0, 90.04, 0.395; GCF_012974785.1, s__Pseudomonas_E fluorescens_BT, 95.0, 90.04, 0.385; GCF_016651255.1, s__Pseudomonas_E sp016651255, 95.0, 89.98, 0.222; GCF_021018765.1, s__Pseudomonas_E fitomaticsae, 95.0, 89.96, 0.398; GCF_002112385.1, s__Pseudomonas_E sp002112385, 95.0, 89.96, 0.375; GCF_019145375.1, s__Pseudomonas_E triticicola, 96.22, 89.96, 0.341; GCF_013433315.1, s__Pseudomonas_E crudilactis, 95.0, 89.95, 0.411; GCF_017976235.1, s__Pseudomonas_E anatoliensis, 95.0, 89.92, 0.388; GCF_020544405.1, s__Pseudomonas_E sp002113045, 95.0, 89.92, 0.369; GCF_019733355.1, s__Pseudomonas_E baetica_A, 95.0, 89.92, 0.368; GCF_014268585.2, s__Pseudomonas_E iranensis, 95.0, 89.92, 0.356; GCF_900105485.1, s__Pseudomonas_E granadensis, 95.0, 89.92, 0.356; GCF_019145195.1, s__Pseudomonas_E siliginis, 95.52, 89.91, 0.334; GCF_021603585.1, s__Pseudomonas_E sputi, 95.0, 89.9, 0.376; GCF_900636825.1, s__Pseudomonas_E fluorescens_BG, 95.0, 89.88, 0.333; GCF_023375815.1, s__Pseudomonas_E sp023375815, 95.0, 89.87, 0.39; GCA_030544685.1, s__Pseudomonas_E fluorescens_AO, 95.0, 89.87, 0.354; GCF_019956575.1, s__Pseudomonas_E sp019956575, 95.0, 89.83, 0.245; GCF_009764265.1, s__Pseudomonas_E sp009764265, 95.0, 89.76, 0.255; GCF_001427125.1, s__Pseudomonas_E sp001427125, 95.0, 89.76, 0.21; GCF_902498135.1, s__Pseudomonas_E fluorescens_BH, 95.0, 89.75, 0.234; GCF_025397885.1, s__Pseudomonas_E iridis, 95.0, 89.71, 0.382; GCF_002934665.1, s__Pseudomonas_E laurylsulfatiphila, 95.0, 89.69, 0.245; GCF_002303925.1, s__Pseudomonas_E sp002303925, 95.0, 89.68, 0.226; GCF_004801935.1, s__Pseudomonas_E atacamensis, 96.51, 89.67, 0.366; GCA_902825215.1, s__Pseudomonas_E fluorescens_G, 95.0, 89.67, 0.353; GCF_024169245.1, s__Pseudomonas_E koreensis_F, 95.0, 89.67, 0.35; GCF_000282455.1, s__Pseudomonas_E sp000282455, 95.0, 89.67, 0.234; GCF_002236115.1, s__Pseudomonas_E jessenii, 95.0, 89.65, 0.241; GCF_004348895.1, s__Pseudomonas_E vancouverensis, 95.0, 89.64, 0.217; GCF_000282355.1, s__Pseudomonas_E sp000282355, 95.0, 89.6, 0.229; GCF_001945365.1, s__Pseudomonas_E reinekei, 95.0, 89.6, 0.218; GCA_021605415.1, s__Pseudomonas_E syringae_S, 95.0, 89.59, 0.267; GCF_002906155.1, s__Pseudomonas_E laurylsulfativorans, 95.0, 89.58, 0.233; GCF_020423045.1, s__Pseudomonas_E sp000282415, 95.0, 89.57, 0.257; GCF_900105805.1, s__Pseudomonas_E moraviensis_A, 95.0, 89.56, 0.341; GCF_000282335.1, s__Pseudomonas_E sp000282335, 95.0, 89.56, 0.234; GCF_001429045.1, s__Pseudomonas_E sp001429045, 95.0, 89.56, 0.229; GCF_003050925.1, s__Pseudomonas_E sp003050925, 95.0, 89.56, 0.228; GCF_002113025.1, s__Pseudomonas_E sp002113025, 95.0, 89.55, 0.22; GCF_003258965.1, s__Pseudomonas_E fluorescens_CC, 95.0, 89.52, 0.233; GCF_028682635.1, s__Pseudomonas_E putida_AE, 95.0, 89.51, 0.222; GCF_001317545.1, s__Pseudomonas_E fluorescens_CD, 95.0, 89.5, 0.219; GCF_014268505.2, s__Pseudomonas_E khorasanensis, 95.0, 89.49, 0.321; GCF_900187565.1, s__Pseudomonas_E sp900187565, 95.0, 89.48, 0.242; GCF_019145435.1, s__Pseudomonas_E ekonensis, 95.0, 89.46, 0.311; GCF_019145475.1, s__Pseudomonas_E botevensis, 95.0, 89.45, 0.388; GCF_018502625.1, s__Pseudomonas_E fluorescens_BW, 95.0, 89.44, 0.257; GCF_000967965.1, s__Pseudomonas_E fluorescens_O, 95.0, 89.44, 0.235; GCF_001679645.1, s__Pseudomonas_E bananamidigenes, 95.0, 89.42, 0.351; GCF_019145495.1, s__Pseudomonas_E azerbaijanoccidentalis, 95.0, 89.42, 0.237; GCF_019955895.1, s__Pseudomonas_E sp019955895, 95.0, 89.42, 0.232; GCF_008370045.1, s__Pseudomonas_E sp008370045, 95.0, 89.41, 0.255; GCF_000282495.1, s__Pseudomonas_E sp000282495, 95.0, 89.41, 0.228; GCF_001421885.1, s__Pseudomonas_E sp001421885, 95.0, 89.41, 0.2; GCF_002836515.1, s__Pseudomonas_E sp002836515, 95.0, 89.39, 0.321; GCF_006438915.1, s__Pseudomonas_E arsenicoxydans_A, 95.0, 89.39, 0.25; GCF_003732265.1, s__Pseudomonas_E brassicacearum_D, 95.0, 89.39, 0.249; GCF_000802965.1, s__Pseudomonas_E fluorescens_A, 95.0, 89.39, 0.233; GCF_028471945.1, s__Pseudomonas_E sp000282475, 95.0, 89.37, 0.226; GCF_028823535.1, s__Pseudomonas_E serbica, 95.0, 89.37, 0.212; GCF_014268595.2, s__Pseudomonas_E hamedanensis, 95.0, 89.36, 0.355; GCF_003732705.1, s__Pseudomonas_E frederiksbergensis_F, 95.0, 89.36, 0.246; GCF_001984065.1, s__Pseudomonas_E sp001984065, 95.0, 89.35, 0.233; GCF_012935755.1, s__Pseudomonas_E sp012935755, 95.0, 89.34, 0.27; GCF_016650815.1, s__Pseudomonas_E sp016650815, 95.0, 89.34, 0.232; GCA_023612115.1, s__Pseudomonas_E frederiksbergensis_K, 95.0, 89.34, 0.224; GCF_018449725.1, s__Pseudomonas_E sp018449725, 95.0, 89.32, 0.268; GCF_024809425.1, s__Pseudomonas_E sp024809425, 95.0, 89.32, 0.24; GCF_030687145.1, s__Pseudomonas_E frederiksbergensis_D, 95.0, 89.32, 0.236; GCF_900105495.1, s__Pseudomonas_E frederiksbergensis, 95.0, 89.32, 0.225; GCF_902498195.1, s__Pseudomonas_E fluorescens_BU, 95.0, 89.3, 0.228; GCF_020164475.1, s__Pseudomonas_E sp020164475, 95.0, 89.3, 0.216; GCF_016651105.1, s__Pseudomonas_E sp016651105, 95.0, 89.28, 0.276; GCF_002091715.1, s__Pseudomonas_E migulae, 95.0, 89.28, 0.239; GCF_001655615.1, s__Pseudomonas_E sp001655615, 95.0, 89.28, 0.231; GCF_024296925.1, s__Pseudomonas_E nunensis, 95.0, 89.27, 0.277; GCF_003228315.1, s__Pseudomonas_E putida_S, 95.0, 89.27, 0.233; GCF_900187425.1, s__Pseudomonas_E sp900187425, 95.0, 89.27, 0.228; GCF_024970185.1, s__Pseudomonas_E sp024970185, 95.0, 89.26, 0.253; GCF_002113375.1, s__Pseudomonas_E sp002113375, 95.0, 89.26, 0.22; GCF_001297125.1, s__Pseudomonas_E sp001297125, 95.0, 89.25, 0.234; GCF_008801475.1, s__Pseudomonas_E moorei, 95.0, 89.25, 0.219; GCF_026241895.1, s__Pseudomonas_E mandelii_F, 95.0, 89.25, 0.183; GCF_000968015.1, s__Pseudomonas_E fluorescens_W, 95.0, 89.23, 0.235; GCF_003732665.1, s__Pseudomonas_E frederiksbergensis_G, 95.0, 89.22, 0.262; GCF_003151075.1, s__Pseudomonas_E sp003151075, 95.0, 89.22, 0.258; GCF_019956555.1, s__Pseudomonas_E sp019956555, 95.0, 89.22, 0.228; GCF_024749285.1, s__Pseudomonas_E sp024749285, 95.0, 89.2, 0.237; GCF_000282315.2, s__Pseudomonas_E sp000282315, 95.0, 89.2, 0.232; GCF_015461845.1, s__Pseudomonas_E mucoides, 95.0, 89.19, 0.246; GCF_000282195.1, s__Pseudomonas_E sp000282195, 95.0, 89.19, 0.225; GCF_902497785.1, s__Pseudomonas_E fluorescens_BO, 95.0, 89.16, 0.227; GCF_024138395.1, s__Pseudomonas_E mandelii_E, 95.0, 89.16, 0.226; GCF_002236105.1, s__Pseudomonas_E umsongensis, 95.0, 89.16, 0.201; GCF_900187615.1, s__Pseudomonas_E sp900187615, 95.0, 89.15, 0.22; GCF_017114915.1, s__Pseudomonas_E frederiksbergensis_I, 95.0, 89.15, 0.211; GCF_024748695.1, s__Pseudomonas_E sp002000165, 95.0, 89.14, 0.23; GCF_006438925.1, s__Pseudomonas_E mandelii_C, 95.0, 89.12, 0.244; GCF_019956415.1, s__Pseudomonas_E sp019956415, 95.0, 89.12, 0.211; GCF_025466085.1, s__Pseudomonas_E sp025466085, 95.0, 89.11, 0.234; GCF_013359595.1, s__Pseudomonas_E sp013359595, 95.0, 89.11, 0.233; GCF_000282375.1, s__Pseudomonas_E sp000282375, 95.0, 89.11, 0.227; GCF_900105155.1, s__Pseudomonas_E prosekii, 95.0, 89.11, 0.225; GCF_002277815.1, s__Pseudomonas_E sp002277815, 95.0, 89.11, 0.203; GCF_014851765.1, s__Pseudomonas_E sp014851765, 95.0, 89.1, 0.207; GCF_000293885.2, s__Pseudomonas_E fluorescens_B, 95.0, 89.08, 0.248; GCF_024168645.1, s__Pseudomonas_E sp024168645, 95.0, 89.08, 0.233; GCF_000512695.2, s__Pseudomonas_E sp000512695, 95.0, 89.08, 0.218; GCF_004136015.1, s__Pseudomonas_E sp004136015, 95.0, 89.07, 0.232; GCF_024169315.1, s__Pseudomonas_E migulae_B, 95.0, 89.06, 0.256; GCF_902498065.1, s__Pseudomonas_E fluorescens_BJ, 95.0, 89.04, 0.241; GCF_024748615.1, s__Pseudomonas_E sp024748615, 95.0, 89.02, 0.203; GCF_003732275.1, s__Pseudomonas_E frederiksbergensis_H, 95.0, 89.01, 0.236; GCF_900103875.1, s__Pseudomonas_E arsenicoxydans, 95.0, 89.0, 0.235; GCF_001269805.1, s__Pseudomonas_E sp001269805, 95.0, 89.0, 0.218; GCF_902497855.1, s__Pseudomonas_E fluorescens_BI, 95.0, 89.0, 0.213; GCF_001661075.1, s__Pseudomonas_E silesiensis, 95.0, 89.0, 0.203; GCF_030053115.1, s__Pseudomonas_E sp030053115, 95.0, 88.99, 0.222; GCF_900105115.1, s__Pseudomonas_E mohnii, 95.0, 88.99, 0.217; GCF_019145235.1, s__Pseudomonas_E farris, 95.0, 88.99, 0.216; GCF_013359695.1, s__Pseudomonas_E sp013359695, 95.0, 88.97, 0.225; GCF_019200975.1, s__Pseudomonas_E sp019200975, 95.0, 88.97, 0.212; GCF_009761815.1, s__Pseudomonas_E sp009761815, 95.0, 88.96, 0.231; GCF_030687415.1, s__Pseudomonas_E sp030687415, 95.0, 88.95, 0.231; GCF_900187445.1, s__Pseudomonas_E sp900187445, 95.0, 88.95, 0.215; GCF_008369325.1, s__Pseudomonas_E sp008369325, 95.0, 88.95, 0.21; GCF_900106065.1, s__Pseudomonas_E mandelii, 95.0, 88.93, 0.247; GCF_003732225.1, s__Pseudomonas_E brassicacearum_E, 95.0, 88.92, 0.174; GCF_001042905.1, s__Pseudomonas_E lini, 95.0, 88.91, 0.228; GCF_009861505.1, s__Pseudomonas_E izuensis, 95.0, 88.91, 0.221; GCF_000282215.1, s__Pseudomonas_E sp000282215, 95.0, 88.91, 0.205; GCF_001269655.1, s__Pseudomonas_E thivervalensis, 95.0, 88.91, 0.159; GCF_029960815.1, s__Pseudomonas_E sp029960815, 95.0, 88.9, 0.2; GCF_029963765.1, s__Pseudomonas_E sp029963765, 95.0, 88.89, 0.221; GCF_004310295.1, s__Pseudomonas_E sp004310295, 95.0, 88.87, 0.238; GCF_030687875.1, s__Pseudomonas_E sp900581005, 95.0, 88.84, 0.151; GCF_006094435.1, s__Pseudomonas_E sp002029345, 95.0, 88.83, 0.209; GCF_016650695.1, s__Pseudomonas_E sp016650695, 95.0, 88.82, 0.209; GCF_017114825.1, s__Pseudomonas_E gregormendelii, 95.0, 88.81, 0.182; GCF_001307275.1, s__Pseudomonas_E fluorescens_AA, 95.0, 88.81, 0.154; GCF_000585995.1, s__Pseudomonas_E brassicacearum_A, 95.0, 88.8, 0.153; GCF_009834545.1, s__Pseudomonas_E sp900187635, 95.0, 88.8, 0.152; GCF_902497995.1, s__Pseudomonas_E fluorescens_BK, 95.0, 88.77, 0.2; GCF_008801605.1, s__Pseudomonas_E brassicacearum, 95.0, 88.76, 0.162; GCF_001269885.1, s__Pseudomonas_E kilonensis, 95.0, 88.75, 0.161; GCF_002286815.1, s__Pseudomonas_E sp002286815, 95.0, 88.73, 0.203; GCF_014236655.1, s__Pseudomonas_E kielensis, 95.0, 88.72, 0.154; GCF_023072615.1, s__Pseudomonas_E sp023072615, 95.0, 88.71, 0.165; GCF_010095445.2, s__Pseudomonas_E sp010095445, 95.0, 88.7, 0.189; GCF_000217955.3, s__Pseudomonas_E fluorescens_AQ, 95.0, 88.68, 0.165; GCF_030812475.1, s__Pseudomonas_E lini_A, 95.0, 88.66, 0.188; GCF_001307155.1, s__Pseudomonas_E fluorescens_E, 95.0, 88.66, 0.173; GCF_902497625.1, s__Pseudomonas_E fluorescens_BQ, 95.0, 88.65, 0.161; GCF_900187505.1, s__Pseudomonas_E sp900187505, 95.0, 88.6, 0.156; GCF_001623525.1, s__Pseudomonas_E fluorescens_Q, 95.0, 88.6, 0.155; GCF_025465945.1, s__Pseudomonas_E sp025465945, 95.0, 88.59, 0.176; GCF_003732175.1, s__Pseudomonas_E brassicacearum_G, 95.0, 88.58, 0.174; GCF_918698105.1, s__Pseudomonas_E brassicacearum_F, 95.0, 88.57, 0.154; GCF_013347965.1, s__Pseudomonas_E bijieensis, 95.0, 88.53, 0.159; GCF_000690905.1, s__Pseudomonas_E sp000690905, 95.0, 88.51, 0.178; GCF_003945765.1, s__Pseudomonas_E chlororaphis, 95.0, 88.49, 0.168; GCF_001874645.1, s__Pseudomonas_E frederiksbergensis_B, 95.0, 88.44, 0.166; GCF_013466605.1, s__Pseudomonas_E chlororaphis_I, 95.0, 88.41, 0.167; GCF_003850345.1, s__Pseudomonas_E piscium, 95.0, 88.38, 0.171; GCF_900107395.1, s__Pseudomonas_E sp900107395, 95.0, 88.37, 0.161; GCF_007713465.1, s__Pseudomonas_E sp007713465, 95.0, 88.34, 0.166; GCF_002251635.1, s__Pseudomonas_E mandelii_B, 95.0, 88.33, 0.192; GCF_000931465.1, s__Pseudomonas_E sp000931465, 95.0, 88.33, 0.168; GCF_009601685.2, s__Pseudomonas_E kilonensis_B, 95.0, 88.3, 0.152; GCF_900109995.1, s__Pseudomonas_E sp900109995, 95.0, 88.3, 0.151; GCF_004786035.1, s__Pseudomonas_E viciae, 95.0, 88.13, 0.157; GCF_001921865.1, s__Pseudomonas_E chlororaphis_D, 95.0, 88.11, 0.165; GCF_013407925.2, s__Pseudomonas_E fluorescens_AP, 95.0, 87.88, 0.152	58.47	11	NA	NA	Neural Network (Specific Model)	11	0.878	4542	267.8935441370224	3465944	0.6	3795	773	22076	None
WM18	WM18_S13_042	69.68	0.08	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira_A	s__	NA	NA	NA	NA	NA	GCF_016918735.1	95	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__Leptospira_A abararensis	91.12	0.568	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000332455.1, s__Leptospira_A vanthielii, 95.0, 91.23, 0.561; GCF_000332515.2, s__Leptospira_A wolbachii, 95.0, 89.94, 0.468; GCF_000332495.1, s__Leptospira_A terpstrae, 95.0, 89.09, 0.404; GCF_016919165.1, s__Leptospira_A chreensis, 95.0, 88.49, 0.346; GCF_004769575.1, s__Leptospira_A perdikensis, 95.0, 87.76, 0.271; GCF_004770265.1, s__Leptospira_A congkakensis, 95.0, 87.47, 0.233; GCF_004769235.1, s__Leptospira_A kanakyensis, 95.0, 87.41, 0.225; GCF_002812125.1, s__Leptospira_A brenneri, 95.0, 87.33, 0.221; GCF_002811945.1, s__Leptospira_A harrisiae, 95.0, 87.3, 0.197; GCF_004770045.1, s__Leptospira_A montravelensis, 95.0, 87.23, 0.196; GCF_004770905.1, s__Leptospira_A bandrabouensis, 95.0, 87.19, 0.214; GCF_004368965.1, s__Leptospira_A meyeri, 95.0, 87.18, 0.201; GCF_004770475.1, s__Leptospira_A mtsangambouensis, 95.0, 87.15, 0.211; GCF_004770145.1, s__Leptospira_A bourretii, 95.0, 87.1, 0.209; GCF_004770765.1, s__Leptospira_A noumeaensis, 95.0, 87.06, 0.205; GCF_026151655.1, s__Leptospira_A sp026151655, 95.0, 87.04, 0.196	53.84	11	0.99701	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.934	5294	281.6559037670149	2849828	0.39	3159	583	17998	None
WM18	WM18_S13_043	57.53	0.89	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__S36-B12	f__CAIYMF01	g__WLRQ01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	51.72	11	0.91919	NA	Gradient Boost (General Model)	11	0.891	5165	254.2260079500284	3009040	0.71	3522	610	34248	None
WM18	WM18_S13_044	52	1.27	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Patulibacter	s__Patulibacter sp009699505	GCA_009699505.1	95	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__Patulibacter sp009699505	98.1	0.674	GCA_009699505.1	95	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__Patulibacter sp009699505	98.1	0.674	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030655195.1, s__Patulibacter sp030655195, 95.0, 91.23, 0.432; GCF_000519325.1, s__Patulibacter minatonensis, 95.0, 90.04, 0.196	47.77	11	NA	NA	Gradient Boost (General Model)	11	0.894	3947	278.0871121718377	1561634	0.73	1676	385	22800	None
WM19	WM19_S14_001	100	2.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__LD1	g__Bog-950	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	98.67	11	0.94136	NA	Gradient Boost (General Model)	11	0.915	38107	339.48166843783207	4183210	0.4	3764	189	90519	None
WM19	WM19_S14_002	99.9	0.62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__2-12-FULL-35-15	f__2-12-FULL-35-15	g__2-12-FULL-35-15	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	97.14	11	0.93522	NA	Gradient Boost (General Model)	11	0.916	658066	379.40037157454714	5345386	0.39	4306	18	1245492	None
WM19	WM19_S14_003	99.19	1.32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UKL13-3	g__UKL13-3	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	96.5	11	0.97044	NA	Neural Network (Specific Model)	11	0.916	160322	360.5431878895815	3972216	0.42	3369	56	307044	None
WM19	WM19_S14_004	98.52	3.39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__LD1	g__Bog-950	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	95.89	11	0.95399	NA	Gradient Boost (General Model)	11	0.907	29397	359.3106674984404	5705906	0.43	4809	301	127007	None
WM19	WM19_S14_005	99.95	1.87	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	94.62	11	0.98379	NA	Gradient Boost (General Model)	11	0.895	161587	338.6242868785656	5560715	0.45	4908	63	339043	None
WM19	WM19_S14_006	100	0.97	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UBA9320	g__JABWCE01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__JABWCE01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	94.32	11	0.95257	NA	Gradient Boost (General Model)	11	0.915	62389	347.4857706396168	4035934	0.36	3549	101	277351	None
