user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WM01_S1_MAGScoT_cleanbin_000040	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002205675.1, s__Sphingopyxis bauzanensis, 95.0, 90.84, 0.39; GCA_018823905.1, s__Sphingopyxis sp018823905, 95.0, 90.49, 0.429; GCA_016463225.1, s__Sphingopyxis sp016463225, 95.0, 90.04, 0.406; GCF_019459305.1, s__Sphingopyxis sp019459305, 95.0, 89.89, 0.388; GCF_002454115.1, s__Sphingopyxis sp002454115, 95.0, 89.6, 0.377; GCF_005502465.1, s__Sphingopyxis sp005502465, 95.0, 89.58, 0.346; GCF_016704835.1, s__Sphingopyxis sp016704835, 95.0, 89.29, 0.298; GCF_012274265.1, s__Sphingopyxis microcysteis, 95.0, 89.03, 0.291; GCA_023422695.1, s__Sphingopyxis sp023422695, 95.0, 88.92, 0.268; GCF_005503695.1, s__Sphingopyxis sp003609815, 95.0, 88.72, 0.289; GCF_015475875.1, s__Sphingopyxis solisilvae, 95.0, 88.6, 0.188; GCA_005503215.1, s__Sphingopyxis sp005503215, 95.0, 87.95, 0.163	51.38	11	0.99628	N/A
WM01_S1_MAGScoT_cleanbin_000041	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	47.23	11	0.9677	N/A
WM01_S1_MAGScoT_cleanbin_000042	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	N/A	N/A	N/A	N/A	N/A	GCF_002288305.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus abundans	94.61	0.7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_027730465.1, s__Nanopelagicus sp027730465, 95.0, 90.89, 0.39	47.85	11	0.99723	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM01_S1_MAGScoT_cleanbin_000043	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	43.34	11	0.97798	N/A
WM02_S2_MAGScoT_cleanbin_000001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.81	11	0.98497	N/A
WM02_S2_MAGScoT_cleanbin_000002	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__CAINMV01;g__CAINMV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__CAINMV01;g__CAINMV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.88	11	0.94803	N/A
WM02_S2_MAGScoT_cleanbin_000003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.5	11	0.95375	N/A
WM02_S2_MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_025938155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp025938155	83.58	0.187	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020179425.1, s__Novosphingobium percolationis, 95.0, 83.69, 0.188	96.07	11	0.98795	N/A
WM02_S2_MAGScoT_cleanbin_000005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.64	11	0.73004	N/A
WM02_S2_MAGScoT_cleanbin_000006	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_018780645.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__Paucibacter sp018780645	90.76	0.642	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004362525.1, s__Paucibacter toxinivorans, 95.0, 90.76, 0.59	96.62	11	0.99624	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM02_S2_MAGScoT_cleanbin_000007	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.42	11	0.97609	N/A
WM02_S2_MAGScoT_cleanbin_000008	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.49	11	0.98399	N/A
WM02_S2_MAGScoT_cleanbin_000009	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.82	11	0.91844	N/A
WM02_S2_MAGScoT_cleanbin_000010	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	N/A	N/A	N/A	N/A	N/A	GCA_030645475.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp030645475	90.44	0.543	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_009885705.1, s__Palsa-1315 sp009885705, 95.0, 91.1, 0.602; GCA_005116815.1, s__Palsa-1315 sp005116815, 95.0, 90.97, 0.67; GCA_025361385.1, s__Palsa-1315 sp025361385, 95.0, 90.37, 0.452; GCA_030682135.1, s__Palsa-1315 sp030682135, 95.0, 89.91, 0.557; GCA_030684575.1, s__Palsa-1315 sp030684575, 95.0, 89.09, 0.482; GCA_945905765.1, s__Palsa-1315 sp945905765, 95.0, 83.05, 0.153; GCA_026387665.1, s__Palsa-1315 sp026387665, 95.0, 82.5, 0.169; GCA_018971525.1, s__Palsa-1315 sp018971525, 95.0, 82.19, 0.153; GCA_002737345.1, s__Palsa-1315 sp002737345, 95.0, 81.83, 0.16	94.72	11	0.99502	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM02_S2_MAGScoT_cleanbin_000011	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.26	11	0.9654	N/A
WM02_S2_MAGScoT_cleanbin_000012	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	98.49	0.898	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	98.49	0.898	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 86.41, 0.396; GCA_025463515.1, s__Rhodoglobus sp025463515, 95.0, 84.84, 0.281	92.29	11	N/A	N/A
WM02_S2_MAGScoT_cleanbin_000013	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013004105.1, s__Gemmatimonas groenlandica, 95.0, 88.5, 0.536; GCA_945870175.1, s__Gemmatimonas phototrophica_A, 95.0, 87.23, 0.314; GCA_903894655.1, s__Gemmatimonas sp903894655, 95.0, 87.14, 0.239; GCA_947457715.1, s__Gemmatimonas sp947457715, 95.0, 86.48, 0.23; GCA_947461225.1, s__Gemmatimonas sp947461225, 95.0, 86.41, 0.341; GCA_903900795.1, s__Gemmatimonas sp903900795, 95.0, 85.87, 0.253; GCA_002737115.1, s__Gemmatimonas sp002737115, 95.0, 85.31, 0.302; GCA_947462095.1, s__Gemmatimonas sp947462095, 95.0, 85.13, 0.283	93.51	11	0.98139	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM02_S2_MAGScoT_cleanbin_000014	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945866285.1, s__12-FULL-67-14b sp945866285, 95.0, 87.53, 0.347; GCA_002737365.1, s__12-FULL-67-14b sp002737365, 95.0, 84.28, 0.297	89.93	11	0.98302	N/A
WM02_S2_MAGScoT_cleanbin_000015	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_018401645.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp018401645	88.94	0.481	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903911165.1, s__Mycobacterium sp903911165, 95.0, 86.53, 0.199; GCA_945897705.1, s__Mycobacterium sp945897705, 95.0, 84.77, 0.158	86.77	11	0.99456	N/A
WM02_S2_MAGScoT_cleanbin_000016	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.61	11	0.95027	N/A
WM02_S2_MAGScoT_cleanbin_000017	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.11	11	0.98222	N/A
WM02_S2_MAGScoT_cleanbin_000018	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.94	0.909	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.94	0.909	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000497575.1, s__Afipia sp000497575, 95.0, 90.54, 0.62; GCA_017474385.1, s__Afipia sp017474385, 95.0, 89.7, 0.451; GCF_000308295.2, s__Afipia birgiae, 95.0, 86.02, 0.283; GCF_014203115.1, s__Afipia massiliensis, 95.0, 86.01, 0.28; GCA_030652315.1, s__Afipia sp030652315, 95.0, 85.88, 0.248; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 85.71, 0.285; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 85.66, 0.232; GCA_024508675.1, s__Afipia sp024508675, 95.0, 85.06, 0.229; GCA_024707075.1, s__Afipia sp024707075, 95.0, 84.55, 0.184; GCF_021502575.1, s__Afipia sp021502575, 95.0, 84.43, 0.177; GCA_017308595.1, s__Afipia sp017308595, 95.0, 84.4, 0.173	80.62	11	N/A	N/A
WM02_S2_MAGScoT_cleanbin_000019	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001425235.1, s__Devosia_A sp001425235, 95.0, 89.44, 0.428; GCA_016793415.1, s__Devosia_A sp016793415, 95.0, 89.39, 0.29; GCF_000970465.2, s__Devosia_A insulae, 95.0, 89.22, 0.409; GCF_001899085.1, s__Devosia_A sp001899085, 95.0, 88.48, 0.365; GCF_001402915.1, s__Devosia_A sp001402915, 95.0, 87.68, 0.323; GCF_028613635.1, s__Devosia_A sp028613635, 95.0, 85.24, 0.184; GCF_028290645.1, s__Devosia_A sp028290645, 95.0, 85.01, 0.171	83.3	11	0.99341	N/A
WM02_S2_MAGScoT_cleanbin_000020	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PNKZ01;g__PNKZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013822735.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PNKZ01;g__PNKZ01;s__PNKZ01 sp013822735	86.07	0.387	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PNKZ01;g__PNKZ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.35	11	0.99047	N/A
WM02_S2_MAGScoT_cleanbin_000021	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Palsa-965;f__Palsa-965;g__GCA-2737665;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Palsa-965;f__Palsa-965;g__GCA-2737665;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.25	11	0.95658	N/A
WM02_S2_MAGScoT_cleanbin_000022	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas subvibrioides_B	GCF_002280785.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas subvibrioides_B	98.57	0.849	GCF_002280785.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas subvibrioides_B	98.57	0.849	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_027484365.1, s__Brevundimonas sp027484365, 95.0, 88.01, 0.403; GCA_946481405.1, s__Brevundimonas sp946481405, 95.0, 87.83, 0.188; GCF_027912535.1, s__Brevundimonas sp027912535, 95.0, 85.79, 0.289; GCA_018820205.1, s__Brevundimonas sp018820205, 95.0, 84.15, 0.161; GCF_017795885.1, s__Brevundimonas sp017795885, 95.0, 84.09, 0.166	81.57	11	N/A	N/A
WM02_S2_MAGScoT_cleanbin_000023	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__QWPN01 sp003670825	GCA_003670825.1	95.75	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__QWPN01 sp003670825	98.05	0.843	GCA_003670825.1	95.75	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__QWPN01 sp003670825	98.05	0.843	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__QWPN01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903958265.1, s__QWPN01 sp903958265, 95.0, 95.77, 0.736	83.1	11	N/A	N/A
WM02_S2_MAGScoT_cleanbin_000024	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__JAEUJQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__JAEUJQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030681895.1, s__JAEUJQ01 sp030681895, 95.0, 93.11, 0.784; GCA_022843845.1, s__JAEUJQ01 sp022843845, 95.0, 92.65, 0.687; GCA_014879945.1, s__JAEUJQ01 sp014879945, 95.0, 85.93, 0.323; GCA_016793585.1, s__JAEUJQ01 sp016793585, 95.0, 85.08, 0.167; GCA_016879935.1, s__JAEUJQ01 sp016879935, 95.0, 84.2, 0.223; GCA_016793095.1, s__JAEUJQ01 sp016793095, 95.0, 82.74, 0.162	83.24	11	0.99607	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM02_S2_MAGScoT_cleanbin_000025	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.74	11	0.96187	N/A
WM02_S2_MAGScoT_cleanbin_000026	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_021608265.1, s__Flavobacterium sp021608265, 95.0, 82.38, 0.17	83.12	11	0.97128	N/A
WM02_S2_MAGScoT_cleanbin_000027	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	N/A	N/A	N/A	N/A	N/A	GCA_947474005.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp947474005	92.81	0.657	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945903635.1, s__Reyranella sp945903635, 95.0, 91.29, 0.516; GCA_030679805.1, s__Reyranella sp030679805, 95.0, 89.38, 0.411; GCA_029946105.1, s__Reyranella sp029946105, 95.0, 88.67, 0.444; GCA_030681635.1, s__Reyranella sp030681635, 95.0, 87.66, 0.253; GCA_945860205.1, s__Reyranella massiliensis_B, 95.0, 86.87, 0.332; GCF_004296935.1, s__Reyranella sp004296935, 95.0, 86.74, 0.325; GCA_945862125.1, s__Reyranella massiliensis_A, 95.0, 86.34, 0.307; GCA_010032545.1, s__Reyranella sp010032545, 95.0, 86.34, 0.288; GCA_016191685.1, s__Reyranella sp016191685, 95.0, 86.11, 0.264; GCA_001767945.1, s__Reyranella sp001767945, 95.0, 85.52, 0.268; GCA_030684475.1, s__Reyranella sp030684475, 95.0, 85.35, 0.213; GCA_019745575.1, s__Reyranella sp019745575, 95.0, 85.05, 0.195; GCA_937915145.1, s__Reyranella sp937915145, 95.0, 84.32, 0.157; GCA_937919085.1, s__Reyranella sp937919085, 95.0, 83.85, 0.156	82.14	11	0.99289	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM02_S2_MAGScoT_cleanbin_000028	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JACTMZ01;g__JACTMZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.98	11	0.94967	N/A
WM02_S2_MAGScoT_cleanbin_000029	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	81.01	11	0.85814	N/A
WM02_S2_MAGScoT_cleanbin_000030	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.63	11	0.98798	N/A
WM02_S2_MAGScoT_cleanbin_000031	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.28	11	0.97929	N/A
