Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
WM21_S16_MAGScoT_cleanbin_000009	100.0	2.85	Neural Network (Specific Model)	11	0.911	38329	312.8362854251012	4065944	0.64	3952	184	99038	None
WM21_S16_MAGScoT_cleanbin_000010	100.0	1.46	Gradient Boost (General Model)	11	0.917	312181	377.4412713035467	5359122	0.39	4342	41	530111	None
WM21_S16_MAGScoT_cleanbin_000011	100.0	2.13	Gradient Boost (General Model)	11	0.915	75986	345.9174336762317	4185292	0.4	3694	115	158886	None
WM21_S16_MAGScoT_cleanbin_000012	100.0	1.53	Neural Network (Specific Model)	11	0.912	70665	312.7381247418422	4969012	0.68	4842	137	189200	None
WM21_S16_MAGScoT_cleanbin_000013	100.0	4.1	Gradient Boost (General Model)	11	0.913	27221	302.13843866171004	6663520	0.65	6725	388	117715	None
WM21_S16_MAGScoT_cleanbin_000014	100.0	11.23	Gradient Boost (General Model)	11	0.906	20121	300.0339188370684	4914105	0.68	4953	362	109887	None
WM21_S16_MAGScoT_cleanbin_000015	94.28	3.03	Gradient Boost (General Model)	11	0.946	18459	336.8574973413683	3008272	0.36	2821	266	93593	None
WM21_S16_MAGScoT_cleanbin_000016	100.0	3.23	Gradient Boost (General Model)	11	0.892	33359	325.29063396817116	4186397	0.39	3833	248	106628	None
WM21_S16_MAGScoT_cleanbin_000017	97.94	1.14	Gradient Boost (General Model)	11	0.931	30379	349.662310507057	4307085	0.39	3826	225	105067	None
WM21_S16_MAGScoT_cleanbin_000018	99.1	1.99	Neural Network (Specific Model)	11	0.917	29995	334.7228479485117	5435750	0.65	4972	280	102241	None
WM21_S16_MAGScoT_cleanbin_000019	96.73	4.3	Gradient Boost (General Model)	11	0.942	19975	293.42517882689555	3257546	0.69	3495	213	82464	None
WM21_S16_MAGScoT_cleanbin_000020	92.58	3.94	Neural Network (Specific Model)	11	0.879	20633	289.6774525968673	4787485	0.62	4852	335	135791	None
WM21_S16_MAGScoT_cleanbin_000021	92.07	5.31	Gradient Boost (General Model)	11	0.909	11957	341.18343317496385	5445917	0.43	4841	595	60083	None
WM21_S16_MAGScoT_cleanbin_000022	93.53	6.92	Neural Network (Specific Model)	11	0.866	22960	290.5022595222724	6226439	0.63	6196	400	75720	None
WM21_S16_MAGScoT_cleanbin_000023	90.95	6.3	Neural Network (Specific Model)	11	0.907	14339	292.5576531556543	5214502	0.69	5403	506	54646	None
WM21_S16_MAGScoT_cleanbin_000024	79.36	2.94	Gradient Boost (General Model)	11	0.934	6620	272.57100881488736	1782922	0.47	2042	303	23867	None
WM21_S16_MAGScoT_cleanbin_000025	89.07	10.91	Gradient Boost (General Model)	11	0.909	72739	311.7778441920701	5157276	0.6	5019	130	301977	None
WM21_S16_MAGScoT_cleanbin_000026	84.92	1.71	Neural Network (Specific Model)	11	0.902	8821	272.8279365079365	2851997	0.68	3150	392	39218	None
WM21_S16_MAGScoT_cleanbin_000027	78.4	2.65	Gradient Boost (General Model)	11	0.9	7303	270.6807650862069	3345305	0.6	3712	513	32118	None
WM21_S16_MAGScoT_cleanbin_000028	78.85	0.01	Neural Network (Specific Model)	11	0.91	6911	341.0440015043249	2987665	0.32	2659	490	28723	None
WM21_S16_MAGScoT_cleanbin_000029	85.61	2.7	Gradient Boost (General Model)	11	0.93	13830	281.2988643156007	3028027	0.67	3346	305	50513	None
WM21_S16_MAGScoT_cleanbin_000030	97.78	1.93	Gradient Boost (General Model)	11	0.917	482388	277.0892667375133	851439	0.53	941	5	482388	None
WM21_S16_MAGScoT_cleanbin_000031	84.49	7.75	Neural Network (Specific Model)	11	0.866	25867	284.8139067524116	4898175	0.61	4976	287	87263	None
WM21_S16_MAGScoT_cleanbin_000032	75.8	1.79	Neural Network (Specific Model)	11	0.926	6444	319.84922264593723	3527928	0.35	3409	622	22189	None
WM21_S16_MAGScoT_cleanbin_000033	97.3	1.01	Gradient Boost (General Model)	11	0.907	36068	280.3811787072243	973160	0.33	1052	71	87838	None
WM21_S16_MAGScoT_cleanbin_000034	69.5	1.55	Neural Network (Specific Model)	11	0.913	6572	267.16490123103347	3060323	0.58	3493	534	31586	None
WM21_S16_MAGScoT_cleanbin_000035	97.95	0.49	Gradient Boost (General Model)	11	0.901	239245	295.5283333333333	1178473	0.54	1200	7	482430	None
WM21_S16_MAGScoT_cleanbin_000036	93.46	1.02	Gradient Boost (General Model)	11	0.903	19631	298.45963302752295	4314901	0.6	4360	330	81688	None
WM21_S16_MAGScoT_cleanbin_000037	70.32	0.16	Gradient Boost (General Model)	11	0.929	5567	266.64145768025077	2191248	0.51	2552	427	17622	None
WM21_S16_MAGScoT_cleanbin_000038	66.51	0.56	Neural Network (Specific Model)	11	0.924	4913	280.77103099304236	2872794	0.39	3162	605	20349	None
WM21_S16_MAGScoT_cleanbin_000039	77.58	1.19	Gradient Boost (General Model)	4	0.922	9491	273.737400530504	1006158	0.4	1131	144	32708	None
WM21_S16_MAGScoT_cleanbin_000040	57.11	2.79	Gradient Boost (General Model)	11	0.93	4299	304.0555967383247	2641597	0.35	2698	632	14517	None
WM22_S17_MAGScoT_cleanbin_000001	100.0	2.48	Gradient Boost (General Model)	11	0.914	54630	342.79675013319127	4216841	0.4	3754	150	125422	None
WM22_S17_MAGScoT_cleanbin_000002	99.79	0.38	Gradient Boost (General Model)	11	0.892	299334	358.1196428571429	6063128	0.4	5040	66	951540	None
WM22_S17_MAGScoT_cleanbin_000003	99.99	1.28	Neural Network (Specific Model)	11	0.895	105492	338.09425895765474	5560739	0.45	4912	87	383977	None
WM22_S17_MAGScoT_cleanbin_000004	99.96	0.16	Neural Network (Specific Model)	11	0.91	261442	357.03911764705884	3996590	0.42	3400	40	446335	None
WM22_S17_MAGScoT_cleanbin_000005	100.0	0.02	Gradient Boost (General Model)	11	0.91	87570	356.75196446873935	3439161	0.34	2927	63	255523	None
WM22_S17_MAGScoT_cleanbin_000006	98.98	0.37	Gradient Boost (General Model)	11	0.925	43416	298.4345823095823	3143701	0.51	3256	117	177315	None
WM22_S17_MAGScoT_cleanbin_000007	100.0	4.34	Neural Network (Specific Model)	11	0.917	46069	331.8082650158943	6480168	0.66	5977	226	163457	None
WM22_S17_MAGScoT_cleanbin_000008	100.0	1.19	Gradient Boost (General Model)	11	0.908	42655	363.90966122961106	5742054	0.43	4782	228	406547	None
WM22_S17_MAGScoT_cleanbin_000009	97.99	5.15	Gradient Boost (General Model)	11	0.938	18019	325.2562172774869	3174903	0.36	3056	273	86909	None
WM22_S17_MAGScoT_cleanbin_000010	94.27	3.56	Neural Network (Specific Model)	11	0.863	12807	287.742194092827	2365862	0.35	2370	263	88036	None
WM22_S17_MAGScoT_cleanbin_000011	94.94	2.26	Gradient Boost (General Model)	11	0.933	22738	285.56258712015614	3287159	0.67	3587	209	91721	None
WM22_S17_MAGScoT_cleanbin_000012	97.69	1.68	Gradient Boost (General Model)	11	0.877	15085	340.7467188579323	5056510	0.4	4343	455	85784	None
WM22_S17_MAGScoT_cleanbin_000013	100.0	2.06	Gradient Boost (General Model)	11	0.927	63541	344.54253472222223	2565429	0.3	2304	82	272863	None
WM22_S17_MAGScoT_cleanbin_000014	95.6	3.34	Gradient Boost (General Model)	11	0.905	10537	322.71097939599207	3785657	0.35	3543	471	35638	None
WM22_S17_MAGScoT_cleanbin_000015	85.77	2.69	Neural Network (Specific Model)	11	0.933	10157	286.38956805215975	2255593	0.47	2454	297	43994	None
WM22_S17_MAGScoT_cleanbin_000016	89.13	3.75	Gradient Boost (General Model)	11	0.892	10463	305.67718383311603	3935940	0.39	3835	488	39900	None
WM22_S17_MAGScoT_cleanbin_000017	84.39	1.67	Gradient Boost (General Model)	11	0.926	6458	273.7227122381477	3210773	0.67	3628	557	23737	None
WM22_S17_MAGScoT_cleanbin_000018	94.25	3.47	Gradient Boost (General Model)	11	0.92	20054	303.9139354515887	3954863	0.4	3997	314	103198	None
WM22_S17_MAGScoT_cleanbin_000019	90.54	10.6	Neural Network (Specific Model)	11	0.869	32292	283.1864813861726	5685031	0.6	5829	298	136593	None
WM22_S17_MAGScoT_cleanbin_000020	89.85	5.51	Gradient Boost (General Model)	11	0.876	16420	323.23038156947445	7674901	0.51	6945	697	79720	None
WM22_S17_MAGScoT_cleanbin_000021	89.58	7.37	Neural Network (Specific Model)	11	0.867	15882	281.08367475575164	6164984	0.63	6346	539	75339	None
WM22_S17_MAGScoT_cleanbin_000022	92.42	8.8	Neural Network (Specific Model)	11	0.884	16664	287.82602979842244	4453618	0.62	4564	389	79060	None
WM22_S17_MAGScoT_cleanbin_000023	86.58	1.23	Neural Network (Specific Model)	11	0.934	9549	320.5548455804047	2896585	0.36	2817	387	31976	None
WM22_S17_MAGScoT_cleanbin_000024	78.77	2.6	Neural Network (Specific Model)	11	0.903	8784	267.1645359848485	3736713	0.58	4224	502	45059	None
WM22_S17_MAGScoT_cleanbin_000025	85.11	1.22	Gradient Boost (General Model)	11	0.898	6892	266.61157966719855	3900005	0.69	4387	648	30003	None
WM22_S17_MAGScoT_cleanbin_000026	85.54	9.19	Gradient Boost (General Model)	11	0.898	13783	286.0238607471152	4874724	0.59	5113	507	86528	None
WM22_S17_MAGScoT_cleanbin_000027	99.98	0.07	Gradient Boost (General Model)	11	0.901	140589	292.8323301805675	1131025	0.54	1163	12	313413	None
WM22_S17_MAGScoT_cleanbin_000028	99.8	0.49	Gradient Boost (General Model)	11	0.914	57160	271.5148936170213	836457	0.53	940	25	114506	None
WM22_S17_MAGScoT_cleanbin_000029	75.26	3.07	Gradient Boost (General Model)	11	0.901	6996	262.4181091877497	3276896	0.6	3755	543	34801	None
WM22_S17_MAGScoT_cleanbin_000030	80.13	3.18	Neural Network (Specific Model)	11	0.938	7662	268.0840950639854	2807245	0.69	3282	420	47758	None
WM22_S17_MAGScoT_cleanbin_000031	75.4	4.29	Gradient Boost (General Model)	11	0.875	7180	290.1598074608905	4124705	0.65	4155	675	68738	None
WM22_S17_MAGScoT_cleanbin_000032	73.45	1.31	Gradient Boost (General Model)	11	0.915	6702	322.8974926253687	4299741	0.39	4068	716	35924	None
WM22_S17_MAGScoT_cleanbin_000033	71.47	3.2	Neural Network (Specific Model)	11	0.926	5380	318.8401826484018	3161375	0.35	3066	621	31568	None
WM22_S17_MAGScoT_cleanbin_000034	59.88	1.27	Gradient Boost (General Model)	11	0.907	4571	253.0681362725451	1665757	0.59	1996	373	16019	None
WM22_S17_MAGScoT_cleanbin_000035	74.46	5.05	Gradient Boost (General Model)	11	0.909	9118	280.6030891645214	3951379	0.6	4273	529	58070	None
WM22_S17_MAGScoT_cleanbin_000036	50.97	1.75	Neural Network (Specific Model)	11	0.902	4392	242.1657922350472	2298985	0.63	2859	526	19707	None
WM22_S17_MAGScoT_cleanbin_000037	46.55	0.49	Neural Network (Specific Model)	11	0.882	3497	311.76722090261285	446080	0.34	421	120	11032	None
WM22_S17_MAGScoT_cleanbin_000038	47.56	3.01	Gradient Boost (General Model)	11	0.921	3496	260.2679069767442	1818983	0.64	2150	498	12961	None
WM23_S18_MAGScoT_cleanbin_000001	100.0	2.97	Gradient Boost (General Model)	11	0.913	75535	344.2977931401223	4246966	0.4	3761	115	287071	None
WM23_S18_MAGScoT_cleanbin_000002	100.0	2.14	Gradient Boost (General Model)	11	0.916	437384	377.564084989719	5405104	0.39	4377	32	1067084	None
WM23_S18_MAGScoT_cleanbin_000003	99.79	0.21	Gradient Boost (General Model)	11	0.892	402608	358.42057212416313	5936324	0.4	4929	58	716436	None
WM23_S18_MAGScoT_cleanbin_000004	99.98	1.7	Gradient Boost (General Model)	11	0.896	109171	338.57412672623883	5576953	0.45	4924	80	248072	None
WM23_S18_MAGScoT_cleanbin_000005	99.41	1.24	Gradient Boost (General Model)	11	0.908	101515	374.64409314249093	5791084	0.43	4681	105	268222	None
WM23_S18_MAGScoT_cleanbin_000006	99.9	0.35	Neural Network (Specific Model)	11	0.911	213348	360.48446833930706	3966398	0.42	3348	43	511092	None
WM23_S18_MAGScoT_cleanbin_000007	100.0	0.49	Gradient Boost (General Model)	11	0.919	514511	332.3336944745395	4999689	0.42	4615	27	1157216	None
WM23_S18_MAGScoT_cleanbin_000008	100.0	0.04	Gradient Boost (General Model)	11	0.911	121624	358.4521497919556	3400680	0.34	2884	54	336298	None
WM23_S18_MAGScoT_cleanbin_000009	98.61	0.7	Gradient Boost (General Model)	11	0.932	62481	347.1426157485637	3301701	0.35	2959	96	227282	None
WM23_S18_MAGScoT_cleanbin_000010	99.99	0.66	Neural Network (Specific Model)	11	0.892	64577	347.39406502291075	5347180	0.4	4583	128	273950	None
WM23_S18_MAGScoT_cleanbin_000011	96.53	5.19	Gradient Boost (General Model)	11	0.933	37753	295.79606229797236	3229303	0.67	3403	129	119542	None
WM23_S18_MAGScoT_cleanbin_000012	100.0	3.68	Neural Network (Specific Model)	11	0.916	70427	335.14983933705395	6482716	0.66	5913	142	280752	None
WM23_S18_MAGScoT_cleanbin_000013	94.77	1.98	Gradient Boost (General Model)	11	0.922	19973	287.36459956372704	2994008	0.51	3209	218	66123	None
WM23_S18_MAGScoT_cleanbin_000014	94.67	1.99	Gradient Boost (General Model)	11	0.927	17865	348.65609565895505	4337339	0.34	3847	361	70155	None
WM23_S18_MAGScoT_cleanbin_000015	93.28	2.57	Gradient Boost (General Model)	11	0.943	22127	327.7290946786455	3011195	0.36	2894	243	154586	None
WM23_S18_MAGScoT_cleanbin_000016	95.79	4.16	Neural Network (Specific Model)	11	0.893	13694	283.0066914498141	3830452	0.68	4035	371	69693	None
WM23_S18_MAGScoT_cleanbin_000017	94.01	7.83	Neural Network (Specific Model)	11	0.868	32625	287.7094644167278	5408304	0.61	5452	247	130268	None
WM23_S18_MAGScoT_cleanbin_000018	91.18	4.3	Gradient Boost (General Model)	11	0.9	12318	286.238472286912	4090576	0.71	4294	457	58635	None
WM23_S18_MAGScoT_cleanbin_000019	88.37	5.36	Neural Network (Specific Model)	11	0.882	15908	286.54395731848757	4195045	0.62	4311	383	54278	None
WM23_S18_MAGScoT_cleanbin_000020	92.1	4.11	Neural Network (Specific Model)	11	0.925	11755	324.0138400702988	4777050	0.34	4552	526	46213	None
WM23_S18_MAGScoT_cleanbin_000021	84.8	2.24	Neural Network (Specific Model)	11	0.938	10757	278.154131054131	3113219	0.69	3510	353	37997	None
WM23_S18_MAGScoT_cleanbin_000022	93.95	6.02	Neural Network (Specific Model)	11	0.868	18977	286.63804554079695	6258102	0.63	6324	494	103692	None
WM23_S18_MAGScoT_cleanbin_000023	93.54	1.1	Neural Network (Specific Model)	11	0.903	8852	269.3717870257038	2919753	0.68	3268	400	36353	None
WM23_S18_MAGScoT_cleanbin_000024	87.37	0.5	Gradient Boost (General Model)	11	0.888	11533	339.5014094432699	6506019	0.61	5676	704	57683	None
WM23_S18_MAGScoT_cleanbin_000025	78.67	1.69	Neural Network (Specific Model)	11	0.933	7018	272.86264501160093	1887699	0.47	2155	321	22371	None
WM23_S18_MAGScoT_cleanbin_000026	85.65	3.2	Neural Network (Specific Model)	11	0.899	8277	271.91607142857146	3041481	0.64	3360	429	33504	None
WM23_S18_MAGScoT_cleanbin_000027	79.16	3.09	Gradient Boost (General Model)	11	0.873	5600	285.42519958347793	5638192	0.51	5762	1080	23336	None
WM23_S18_MAGScoT_cleanbin_000028	100.0	0.04	Gradient Boost (General Model)	11	0.917	211302	275.1188959660297	846160	0.53	942	13	240523	None
WM23_S18_MAGScoT_cleanbin_000029	77.33	3.73	Gradient Boost (General Model)	11	0.946	6805	315.3881739130435	2867349	0.55	2875	480	25274	None
WM23_S18_MAGScoT_cleanbin_000030	90.88	5.25	Gradient Boost (General Model)	11	0.901	20745	297.7191824568874	4646155	0.6	4697	352	77838	None
WM23_S18_MAGScoT_cleanbin_000031	86.19	5.99	Gradient Boost (General Model)	11	0.908	24713	299.2974828375286	4745176	0.6	4807	292	121689	None
WM23_S18_MAGScoT_cleanbin_000032	99.98	0.02	Gradient Boost (General Model)	11	0.902	315423	293.3789836347976	1130295	0.54	1161	7	323214	None
WM23_S18_MAGScoT_cleanbin_000033	79.12	1.33	Gradient Boost (General Model)	11	0.926	5940	271.03148345784416	3285134	0.67	3748	607	27857	None
WM23_S18_MAGScoT_cleanbin_000034	73.92	2.82	Neural Network (Specific Model)	11	0.907	6603	274.3345099103991	3333730	0.64	3683	563	28500	None
WM23_S18_MAGScoT_cleanbin_000035	61.26	1.77	Neural Network (Specific Model)	11	0.873	4718	268.52294372294375	1064378	0.35	1155	233	17938	None
WM23_S18_MAGScoT_cleanbin_000036	72.72	1.91	Gradient Boost (General Model)	11	0.896	5720	289.3884869455804	3074997	0.39	3179	591	26436	None
WM23_S18_MAGScoT_cleanbin_000037	65.88	1.11	Gradient Boost (General Model)	11	0.901	5885	259.42481962481963	2988155	0.6	3465	560	42773	None
WM23_S18_MAGScoT_cleanbin_000038	73.16	4.6	Neural Network (Specific Model)	11	0.919	5939	287.0573810691515	3815361	0.65	4078	706	41612	None
WM23_S18_MAGScoT_cleanbin_000039	68.86	0.12	Neural Network (Specific Model)	11	0.932	5230	280.01894865525674	2939660	0.39	3272	612	21263	None
WM24_S19_MAGScoT_cleanbin_000001	100.0	2.2	Gradient Boost (General Model)	11	0.913	63348	344.21335113484645	4229961	0.4	3745	126	127005	None
WM24_S19_MAGScoT_cleanbin_000002	100.0	0.3	Gradient Boost (General Model)	11	0.892	288139	358.36582914572864	5991147	0.4	4975	67	706364	None
WM24_S19_MAGScoT_cleanbin_000003	100.0	0.03	Gradient Boost (General Model)	11	0.91	83318	354.95306611853374	3411242	0.34	2919	80	216962	None
WM24_S19_MAGScoT_cleanbin_000004	99.96	0.1	Neural Network (Specific Model)	11	0.916	239427	360.36810906935386	3976381	0.42	3374	42	510651	None
WM24_S19_MAGScoT_cleanbin_000005	99.05	2.57	Gradient Boost (General Model)	11	0.907	54921	365.1218592964824	5759598	0.43	4776	192	176111	None
WM24_S19_MAGScoT_cleanbin_000006	100.0	3.18	Gradient Boost (General Model)	11	0.896	189753	339.76930935839806	5559406	0.45	4894	52	615152	None
WM24_S19_MAGScoT_cleanbin_000007	99.79	2.19	Gradient Boost (General Model)	11	0.932	105434	349.23426688632617	3408694	0.35	3035	74	368565	None
WM24_S19_MAGScoT_cleanbin_000008	100.0	3.53	Neural Network (Specific Model)	11	0.916	101195	337.0039854444637	6357210	0.66	5771	124	257764	None
WM24_S19_MAGScoT_cleanbin_000009	99.28	2.2	Neural Network (Specific Model)	11	0.913	25012	310.3223574986165	3677484	0.64	3614	215	80672	None
WM24_S19_MAGScoT_cleanbin_000010	95.49	1.2	Gradient Boost (General Model)	11	0.935	38164	300.524115755627	2992346	0.67	3110	121	137055	None
WM24_S19_MAGScoT_cleanbin_000011	94.64	1.28	Gradient Boost (General Model)	11	0.914	20687	350.57041942604855	5204620	0.39	4530	387	90011	None
WM24_S19_MAGScoT_cleanbin_000012	99.99	2.11	Neural Network (Specific Model)	11	0.93	73398	322.44024844720497	4172181	0.39	4025	125	173641	None
WM24_S19_MAGScoT_cleanbin_000013	94.74	1.58	Gradient Boost (General Model)	11	0.941	20499	290.9879091713359	3136822	0.69	3391	232	62335	None
WM24_S19_MAGScoT_cleanbin_000014	89.52	4.58	Neural Network (Specific Model)	11	0.884	16183	289.8693140794224	4081050	0.62	4155	345	98577	None
WM24_S19_MAGScoT_cleanbin_000015	84.59	3.85	Gradient Boost (General Model)	11	0.896	7996	300.7328954570334	3676430	0.39	3654	545	41445	None
WM24_S19_MAGScoT_cleanbin_000016	93.71	2.31	Neural Network (Specific Model)	11	0.915	37933	302.9819644839068	3571481	0.65	3604	175	124156	None
WM24_S19_MAGScoT_cleanbin_000017	85.02	6.74	Neural Network (Specific Model)	11	0.869	36440	289.55582524271847	4931810	0.61	4944	218	123294	None
WM24_S19_MAGScoT_cleanbin_000018	83.33	1.37	Gradient Boost (General Model)	11	0.95	14321	329.87212389380534	2351685	0.36	2260	221	61707	None
WM24_S19_MAGScoT_cleanbin_000019	92.19	4.77	Neural Network (Specific Model)	11	0.909	30860	302.99343742928266	4412228	0.6	4419	227	141925	None
WM24_S19_MAGScoT_cleanbin_000020	99.96	25.63	Neural Network (Specific Model)	11	0.912	23173	276.32599376461417	4649601	0.56	5132	491	149442	None
WM24_S19_MAGScoT_cleanbin_000021	84.92	0.91	Gradient Boost (General Model)	11	0.889	9803	337.60776149233845	6833097	0.61	6004	851	61691	None
WM24_S19_MAGScoT_cleanbin_000022	100.0	0.04	Gradient Boost (General Model)	11	0.918	628340	278.10425531914893	852565	0.53	940	8	628340	None
WM24_S19_MAGScoT_cleanbin_000023	88.13	5.17	Neural Network (Specific Model)	11	0.865	18130	284.82610878661086	5891796	0.63	5975	464	90754	None
WM24_S19_MAGScoT_cleanbin_000024	99.98	0.02	Gradient Boost (General Model)	11	0.901	116149	293.1955211024978	1131502	0.54	1161	12	361540	None
WM24_S19_MAGScoT_cleanbin_000025	89.94	2.37	Gradient Boost (General Model)	11	0.927	12725	335.2350067842605	3991938	0.35	3685	415	115132	None
WM24_S19_MAGScoT_cleanbin_000026	64.87	1.98	Gradient Boost (General Model)	11	0.933	6017	318.5112591183	3225535	0.39	3153	591	27347	None
WM24_S19_MAGScoT_cleanbin_000027	82.42	3.41	Gradient Boost (General Model)	11	0.903	17983	294.8428366075707	4081145	0.6	4174	345	58625	None
WM24_S19_MAGScoT_cleanbin_000028	56.38	0.34	Neural Network (Specific Model)	11	0.886	4606	261.8343495934959	871040	0.35	984	198	13780	None
WM24_S19_MAGScoT_cleanbin_000029	73.96	7.23	Neural Network (Specific Model)	11	0.904	6575	270.271756021756	4608168	0.68	5148	807	33971	None
WM24_S19_MAGScoT_cleanbin_000030	72.39	4.63	Neural Network (Specific Model)	11	0.916	6363	262.8836081474297	2655260	0.56	3093	473	34364	None
WM24_S19_MAGScoT_cleanbin_000031	62.62	1.27	Neural Network (Specific Model)	11	0.917	4921	280.625854214123	3215635	0.65	3512	684	21201	None
WM24_S19_MAGScoT_cleanbin_000032	53.29	0.28	Neural Network (Specific Model)	11	0.911	4174	258.55434470891885	2962577	0.65	3487	700	37228	None
